Id,SalePrice
1461,105133.14852897833
1462,158522.5274599208
1463,177969.6751337364
1464,188225.50084903085
1465,197722.64450386068
1466,181167.1948207379
1467,163962.98883943187
1468,174086.14777325597
1469,206359.0102959914
1470,111161.47895796497
1471,182247.76270162346
1472,97044.05931277301
1473,94150.48100437221
1474,144561.44033460252
1475,116726.0004136512
1476,380788.3618867749
1477,263080.815114792
1478,340315.00111113355
1479,329489.7705109986
1480,513165.8803743988
1481,312907.8765469745
1482,231735.81010579073
1483,192910.36391227713
1484,168670.71548357597
1485,189184.22127374655
1486,210300.87151508775
1487,334468.15737477224
1488,258629.27641808733
1489,190555.699578064
1490,212068.4137526486
1491,203789.89846436415
1492,101582.78921243826
1493,188307.4376182266
1494,295981.56183527934
1495,287363.58458093205
1496,215762.82372957747
1497,185323.81355729594
1498,159922.65330182883
1499,156382.31586942743
1500,149169.69141844008
1501,171350.36259611667
1502,148041.8348782079
1503,272368.7525124787
1504,229050.60608076173
1505,214463.50780947012
1506,184635.0267994911
1507,236141.8690268905
1508,197743.47153809597
1509,157317.72626346437
1510,141082.03656664255
1511,144191.79831287317
1512,163465.12514686937
1513,152627.93862161651
1514,165021.76433745414
1515,200762.1353772778
1516,160072.00515527575
1517,168128.64908805364
1518,151952.18395474766
1519,213288.04621614396
1520,124964.57091517597
1521,130776.43836694067
1522,180656.1944407091
1523,116600.05137939799
1524,111007.08044136988
1525,116001.86744834665
1526,119936.8497500863
1527,111949.25843133949
1528,142484.70886526542
1529,131804.32949195505
1530,175773.03288523012
1531,118783.47839217546
1532,90582.06818355124
1533,128093.29150109387
1534,121982.11643727048
1535,153608.18836513467
1536,108763.17874151676
1537,83464.66128149525
1538,158551.3204348919
1539,169531.85988972854
1540,112669.89044382624
1541,136975.07281583615
1542,127355.71693139932
1543,205404.36457514414
1544,82494.21381817212
1545,103511.36503349428
1546,121063.33629104466
1547,128233.51541894372
1548,115125.31515728799
1549,103935.56311813832
1550,119933.29777414717
1551,112287.47349924638
1552,124662.18576782825
1553,137274.17259137885
1554,112872.9783486237
1555,172765.42477790988
1556,114492.8529372638
1557,117998.6130619076
1558,104417.64118191089
1559,93650.90810218544
1560,120417.09517977046
1561,139908.58255366446
1562,124128.17238212164
1563,106824.73335090086
1564,163070.92723023338
1565,148200.09714580397
1566,225846.66151693673
1567,91923.25619648107
1568,221651.68989842336
1569,124356.5089790562
1570,140628.93967628272
1571,128054.03650467464
1572,132193.55959378637
1573,241842.57937675205
1574,135045.54280803126
1575,223781.28033864376
1576,222188.22548178936
1577,188563.4352147168
1578,149977.1257581438
1579,140551.648204294
1580,199948.98208385537
1581,140600.29809405314
1582,118474.15354586512
1583,295056.4751468994
1584,227213.59594903025
1585,131694.10082996395
1586,80730.13148938064
1587,102095.60535378417
1588,132093.21211983482
1589,104499.7329979566
1590,133179.4439803266
1591,95259.46023089364
1592,124153.73828911856
1593,118163.77719307425
1594,109692.62048242074
1595,127762.40827539812
1596,225598.20447100332
1597,179894.71634590387
1598,203348.02038030952
1599,156434.88125422035
1600,165284.20766466545
1601,61104.3133054984
1602,110657.68164174168
1603,79313.33224818893
1604,222154.5493693302
1605,252711.4962726408
1606,170162.5372146687
1607,197998.07752157003
1608,224230.95327183732
1609,191148.1555280836
1610,151971.7296032764
1611,153330.99231776057
1612,189086.36907988833
1613,174214.0551389867
1614,103480.64952042534
1615,80563.52476462831
1616,82142.2827196796
1617,86731.3195900786
1618,119724.7868616002
1619,136973.38619038896
1620,172703.1115625494
1621,147111.7405622498
1622,134614.82357707975
1623,262174.29770975345
1624,206878.7100330405
1625,120899.96395182854
1626,175162.2217281446
1627,185595.88232411857
1628,274566.90309986466
1629,183502.09803704065
1630,327191.666679503
1631,214213.5811201812
1632,239400.77377969882
1633,171314.76887773586
1634,180073.02898841654
1635,182760.32579184888
1636,175491.76062386285
1637,181760.24346120108
1638,220378.0295539007
1639,187394.67627235348
1640,253843.7348037465
1641,187332.78833116696
1642,226374.86100652593
1643,233405.39443664585
1644,231124.86652804443
1645,186381.7931863349
1646,152106.66930228507
1647,168029.08554246876
1648,136230.42747850332
1649,129633.10820175041
1650,108630.60011762106
1651,119620.26974436763
1652,97608.21125962446
1653,96908.44835630782
1654,145081.75417606957
1655,140215.7875650529
1656,143578.7800527067
1657,146194.27648726825
1658,141406.64684614525
1659,111977.70908137897
1660,146333.3035755394
1661,458556.84420253517
1662,376108.7638016703
1663,385612.6152647937
1664,519220.11236037954
1665,348304.8181211357
1666,326517.6719889074
1667,364938.2775031261
1668,345635.2480152849
1669,311336.6927705644
1670,358867.82800183684
1671,260887.65020023275
1672,434960.40035595116
1673,290778.30507969274
1674,274010.4494004955
1675,200152.6820889911
1676,190617.08976116532
1677,222128.9225907514
1678,481872.1688294443
1679,373828.8024866535
1680,336733.9775055649
1681,290868.724663934
1682,303358.0687011468
1683,205241.26291069874
1684,199256.15573501503
1685,185175.11485767594
1686,182101.5643014612
1687,184649.0596021874
1688,207999.6175150749
1689,206902.23605652797
1690,197994.4872795092
1691,187624.19189704128
1692,266249.2939115474
1693,176353.89411749647
1694,177265.48197979038
1695,175587.95887328283
1696,266076.6036527874
1697,168801.1642391124
1698,333691.65381683724
1699,326935.59905710083
1700,238225.74578364272
1701,271020.3956269734
1702,261783.71101316664
1703,268074.0293471234
1704,272124.8608133924
1705,241344.30179301533
1706,428814.4422000887
1707,212556.82433157627
1708,202789.55160418432
1709,278295.6597886364
1710,229085.81619077432
1711,258097.16018223896
1712,267802.4804805828
1713,260759.82013986618
1714,211739.73008924734
1715,195280.0383629511
1716,193603.3854064942
1717,183361.8368427136
1718,158172.5688031454
1719,206987.76085951977
1720,241380.44832888638
1721,188435.40662077564
1722,151017.83504602071
1723,162425.15865162647
1724,216158.62245800506
1725,229437.8814952422
1726,178526.42930613196
1727,172642.21915960242
1728,185899.22768869964
1729,159413.71478490825
1730,164437.36336993935
1731,118868.92416787668
1732,110625.88660607881
1733,105874.71355045887
1734,113647.74775857925
1735,119563.58311265835
1736,107222.22439539776
1737,298287.52076350374
1738,231397.30969716472
1739,263442.61668433365
1740,211563.15919925435
1741,180678.41362034448
1742,165511.13861318285
1743,173347.831037613
1744,282718.3131597225
1745,225198.22469733816
1746,207232.5068115587
1747,214298.1091022442
1748,221591.7083748687
1749,156761.10530439322
1750,143885.42932364557
1751,255549.84827104863
1752,110083.94425656588
1753,159061.37781963957
1754,202718.0586501658
1755,177947.73301408408
1756,112739.73707902574
1757,108646.20885951634
1758,142134.39034964712
1759,157603.7171975262
1760,170630.7334962382
1761,158461.67515969154
1762,161746.40128577925
1763,180469.04520651276
1764,114363.55192846127
1765,174763.3413664129
1766,166336.288761441
1767,220086.94776921262
1768,122927.01728270474
1769,184847.64131520726
1770,137993.46352368937
1771,126791.34351725403
1772,143180.1782549695
1773,131303.1308239735
1774,173415.74849560962
1775,127058.03025356539
1776,122471.21599323477
1777,96501.21677198268
1778,133337.1437586565
1779,109566.26300590561
1780,181637.2003988297
1781,125392.189722188
1782,84385.68734247542
1783,143584.20594100535
1784,100791.19048361346
1785,124902.34616901545
1786,160662.45701891583
1787,164248.07776227212
1788,66225.44454864721
1789,109630.14394844465
1790,87304.80900860809
1791,205718.03260705434
1792,153044.20483097792
1793,146906.51253749288
1794,146390.82517455705
1795,133665.05830127466
1796,128813.51424713824
1797,129707.16433774673
1798,117284.25619175144
1799,97933.37777218278
1800,120403.08787755006
1801,130079.83120939403
1802,157939.95181594128
1803,161285.62328131663
1804,138944.85481690493
1805,134696.34645328106
1806,130049.00258490084
1807,137136.1262493976
1808,126293.81062606096
1809,108220.82276922317
1810,120413.74133856608
1811,91899.94480917466
1812,104415.8790529647
1813,109561.34929416014
1814,88947.14381144235
1815,58506.59123974113
1816,85137.83981112705
1817,108310.27557416665
1818,142439.9293529899
1819,134861.17629275838
1820,69172.76487075114
1821,116313.49726300623
1822,153788.11037829638
1823,62581.53291928146
1824,141124.56988459593
1825,123274.30643256985
