Id,SalePrice
1461,96582.8565797594
1462,142905.30202069934
1463,178767.9216873766
1464,196503.00253895068
1465,211283.81348615597
1466,177981.9360375124
1467,169104.8436811699
1468,175306.88837731874
1469,176332.55330326303
1470,119185.13291135135
1471,200279.9701284351
1472,92533.35491499722
1473,94744.64497958703
1474,149159.4208046394
1475,123569.47462133567
1476,392403.4598496099
1477,247124.8961475581
1478,354104.1341556123
1479,301293.3623103079
1480,511132.77911571943
1481,309126.28994790313
1482,215907.47885662716
1483,186383.1600004506
1484,163313.48178764048
1485,170107.09098441043
1486,189053.58145748483
1487,325248.67881594657
1488,262592.64954277955
1489,180757.07068690937
1490,202216.6167062156
1491,188560.0636838616
1492,83149.43159663421
1493,166887.78448515513
1494,295636.2110815398
1495,286809.40941915667
1496,220499.82443742672
1497,158831.02459533248
1498,156261.49911356604
1499,149261.5217860472
1500,171222.05733093945
1501,184116.10993266612
1502,151120.88541376567
1503,275362.5325336926
1504,228649.72989093384
1505,186199.70853946178
1506,149986.36244339234
1507,241424.18812593314
1508,166561.86932175787
1509,147914.94875276534
1510,129035.6289757675
1511,145458.5408132431
1512,158432.549094094
1513,141710.0130550938
1514,134304.1584784404
1515,228116.92831490093
1516,172413.91328370507
1517,163325.810183204
1518,148755.41565084684
1519,224098.77584885998
1520,132237.48085865495
1521,129383.11269447269
1522,151450.5069815339
1523,126156.47352985904
1524,122629.22733684145
1525,125708.46859879448
1526,130223.07423111767
1527,133698.4796285122
1528,141468.98826433363
1529,135845.76415116573
1530,160940.29504523787
1531,163932.1674522243
1532,91926.3363468783
1533,119900.36121677326
1534,125104.44417305637
1535,128909.45592101231
1536,85043.80136180378
1537,103146.04517130391
1538,158596.39378594983
1539,177799.9576975433
1540,127913.5643165344
1541,136402.54375674058
1542,135907.62469746204
1543,164946.67033181293
1544,95459.88822699603
1545,80835.17321879414
1546,122850.77820759999
1547,140976.1178500834
1548,83706.09074176833
1549,106890.60849969045
1550,135882.90527505596
1551,113958.98798078361
1552,136706.9774660202
1553,126217.60490183634
1554,118517.82830847548
1555,177706.4899379855
1556,117976.8742068968
1557,107529.359604485
1558,111758.04048671667
1559,83436.77587261057
1560,132760.95656310162
1561,134398.6841033208
1562,131898.4343086219
1563,118571.2051321271
1564,146889.07405444578
1565,145056.69561045134
1566,256975.2098830187
1567,91683.44965942507
1568,203673.92348515816
1569,134633.5628870874
1570,146788.8867600471
1571,119616.79341166752
1572,140332.76364965204
1573,274553.09759789257
1574,131605.0954355097
1575,246921.15730252108
1576,228646.10558929507
1577,197082.09129016945
1578,162574.8572497607
1579,144357.85916363887
1580,180504.25763649514
