Id,SalePrice
1461,105989.67060747826
1462,158391.04240297354
1463,177334.6392004266
1464,185299.35692427817
1465,196843.1171215429
1466,180637.02770962138
1467,164829.9527957618
1468,173664.69516578026
1469,204916.04460383105
1470,112508.85272209576
1471,179765.62385814163
1472,97044.2250508457
1473,94034.4435189285
1474,143692.93732868886
1475,118406.5876865796
1476,371326.9905810726
1477,259298.52491612427
1478,333196.816708673
1479,323138.659198943
1480,495674.24366962025
1481,306543.71019017376
1482,228732.55172642058
1483,191353.841369275
1484,167632.38157123065
1485,187358.71336723806
1486,207329.98394056837
1487,329398.635175858
1488,254786.83941904388
1489,188992.49176678367
1490,210645.65779518758
1491,201222.72247120133
1492,103709.80639079613
1493,187938.51622707245
1494,290172.254691235
1495,282669.2265889002
1496,214236.83635193913
1497,183108.94424439353
1498,158873.12598045263
1499,155489.48695042112
1500,148051.57601724777
1501,168648.18227101545
1502,147523.82151214636
1503,269795.57153624506
1504,225703.38570395194
1505,212015.94346354523
1506,184368.29059190903
1507,232103.12731894676
1508,197802.274768663
1509,157265.7236590201
1510,141842.77293020036
1511,145897.32851740584
1512,162706.83934842472
1513,152933.9002183914
1514,165369.97919036733
1515,200321.73412560453
1516,160898.66546465334
1517,168057.80188957657
1518,152765.24462969232
1519,210511.39228823973
1520,126027.17286260241
1521,131803.5673650614
1522,180251.40299678568
1523,117586.82572917096
1524,113214.48720150134
1525,117610.80010870703
1526,121444.0094762508
1527,115379.31723826633
1528,144545.47944287586
1529,133043.62608213007
1530,176233.6572099588
1531,120010.01484264636
1532,92407.36576561916
1533,127611.66365267507
1534,124920.79658725914
1535,153098.51987039566
1536,110702.99424900598
1537,85594.23432547814
1538,161198.49140088915
1539,172294.00044371575
1540,114639.53775727737
1541,139185.9530977999
1542,127827.0173433396
1543,207672.56127435822
1544,84011.31401712232
1545,104713.44557594508
1546,122010.74968053977
1547,127552.03994525547
1548,115591.54186238813
1549,105720.5174863924
1550,121153.80361979776
1551,114155.46548932526
1552,125990.96700512584
1553,138877.29022535306
1554,114921.24543221388
1555,173587.66610997776
1556,118590.87177156584
1557,120534.84371262765
1558,106544.56617726953
1559,94528.44901911858
1560,122363.89670377258
1561,139716.85242467312
1562,125054.3615197515
1563,108116.9516267004
1564,163493.39091084705
1565,148285.07348809295
1566,226184.7044814138
1567,94742.8418611715
1568,219581.96778939586
1569,126901.16931065418
1570,141668.76668286865
1571,129238.30266950004
1572,133925.06922512865
1573,237712.2265902595
1574,136088.7568798205
1575,221568.52688619416
1576,219967.27110131935
1577,186839.30094583047
1578,154672.10061589218
1579,141456.97651745696
1580,198903.7129510589
1581,142309.85247324203
1582,119785.67876515284
1583,289447.7027504341
1584,223704.07306271853
1585,130822.13812354046
1586,83166.87388063462
1587,103585.34340511361
1588,133526.36094497037
1589,106797.269313034
1590,133618.6077809864
1591,96513.47297765777
